grade_A_Component_1,grade_A_Component_2,max_luminosity,thickness,xmin,xmax,ymin,ymax,pixel_area,log_area,x_component_1,x_component_2,x_component_3,x_component_4,x_component_5,class
0,1,129,42,44,209,2335888,2336931,5867,5867.876788076967,0,0,1,0,0,1
0,1,133,198,1330,1345,11800,12930,160,160.45008019506233,0,0,0,0,0,2
0,1,126,300,247,262,184324,183901,595,595.893378859125,0,0,0,0,0,2
0,1,136,50,526,542,2922140,2923089,386,386.9370428242866,0,0,0,0,0,1
1,0,125,80,1060,1087,3374248,3374841,203,203.04923186397383,0,0,0,0,0,1
1,0,142,103,1339,1351,1313467,1312865,379,379.124962260174,0,0,0,0,0,2
1,0,146,69,117,138,1621703,1623187,469,469.13448136276827,0,1,0,0,0,1
1,0,143,301,1036,1056,960939,960797,164,164.4483882044722,0,0,0,0,0,2
0,1,139,99,614,627,2215119,2216053,203,203.49399615240924,0,0,0,0,1,1
0,1,148,41,40,198,1820961,1821027,13327,13327.832420557916,0,0,1,0,0,1
0,1,143,41,558,572,2424957,2426439,406,406.78941088670257,1,0,0,0,0,1
0,1,147,49,738,745,3957575,3956874,572,572.0372605816477,1,0,0,0,0,1
0,1,193,201,702,711,86086,85483,119,119.21018829780822,0,0,0,0,0,2
0,1,152,38,102,195,2012600,2012754,2947,2947.6202812705874,0,0,1,0,0,1
1,0,113,72,33,47,2070853,2071739,432,432.42922708585894,0,1,0,0,0,1
0,1,141,300,1574,1587,115529,115627,300,300.6917813906566,0,0,0,0,0,2
1,0,140,116,26,47,1953598,1953389,286,286.2763158831155,0,0,0,0,0,2
1,0,128,66,929,939,1518182,1519728,305,305.7377146043691,0,0,0,0,0,1
1,0,130,104,483,494,11429889,11429417,138,138.91782956966628,1,0,0,0,0,1
0,1,129,36,1150,1164,10506546,10507778,335,335.61794091566105,0,0,0,0,0,1
1,0,144,104,1131,1142,334393,335631,202,202.33952587427046,0,0,0,0,0,2
1,0,148,81,1290,1307,1387632,1387652,311,311.552158719581,0,0,0,0,0,2
0,1,127,36,40,222,1836738,1836066,6666,6666.318841815326,0,0,1,0,0,1
0,1,143,40,44,218,2885309,2885924,6460,6460.148032331081,0,0,1,0,0,1
0,1,144,36,491,506,54966,56473,437,437.2761671239168,0,0,1,0,0,1
1,0,160,69,123,139,2474146,2473087,265,265.0661757202461,0,0,0,0,0,2
0,1,146,39,1162,1167,1331157,1332511,143,143.35232594964125,0,0,0,0,0,1
0,1,145,50,1199,1202,1424645,1424209,60,60.14596383010396,0,0,0,1,0,1
0,1,141,43,42,222,2698514,2698924,6504,6504.61659570128,0,0,1,0,0,1
1,0,126,115,262,275,849397,849054,179,179.23272383319028,0,0,0,0,0,1
0,1,159,198,12,18,143000,142886,130,130.1251554041185,0,0,0,0,0,2
0,1,133,37,583,599,54808,55435,319,319.23046690972194,0,0,0,0,0,1
0,1,145,35,1169,1192,293279,293314,467,467.3493094341225,0,0,0,0,0,2
0,1,145,47,1197,1203,818707,818988,316,316.44957055375767,0,0,0,1,0,1
1,0,126,84,651,672,2162298,2162999,122,122.51857752559016,0,0,0,0,0,2
0,1,163,40,99,129,2633215,2633085,330,330.27886693075385,0,0,0,0,0,2
